short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country,image_link
P. Rajković,Predrag Rajković,241727,78,81,26,191,85,14.0,21.0,25.0,74.0,74.0,76.0,79.0,77.0,GK,Right,Serbia,La Liga,1,2,2,Mallorca,75.0,3.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/241/727/23_360.png
K. Mavropanos,Konstantinos Mavropanos,242000,78,83,24,194,89,19.0,22.0,81.0,56.0,52.0,60.0,78.0,81.0,"CB, RB",Right,Greece,Bundesliga,2,4,1,VfB Stuttgart,74.0,3.0,Balanced,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/242/000/23_360.png
H. Morita,守田 英正,242087,78,79,27,177,69,16.0,16.0,67.0,67.0,75.0,76.0,72.0,74.0,"CM, CDM",Right,Japan,Liga Portugal,2,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal,https://cdn.sofifa.net/players/242/087/23_360.png
C. Baumgartner,Christoph Baumgartner,242187,78,84,22,180,73,22.5,32.0,75.0,72.0,73.0,80.0,44.0,57.0,"CAM, CM, ST",Right,Austria,Bundesliga,3,3,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/242/187/23_360.png
C. Doucouré,Cheick Oumar Doucouré,242619,78,83,22,180,73,20.0,43.0,68.0,57.0,71.0,76.0,74.0,76.0,"CDM, CM",Right,Mali,Premier League,3,3,1,Crystal Palace,76.0,4.0,Balanced,Balanced,0,0.0,England,https://cdn.sofifa.net/players/242/619/23_360.png
A. Saelemaekers,Alexis Jesse Saelemaekers,242664,78,82,23,180,72,20.0,57.0,80.0,67.0,76.0,81.0,64.0,68.0,"RW, RM",Right,Belgium,Serie A,3,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/242/664/23_360.png
A. Bayındır,Altay Bayındır,243647,78,82,24,198,73,16.0,39.0,30.0,72.0,72.0,75.0,76.0,78.0,GK,Right,Turkey,Super Lig,1,2,1,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,0,0.0,Turkey,https://cdn.sofifa.net/players/243/647/23_360.png
Luís Maximiano,Luís Manuel Arantes Maximiano,244316,78,84,23,190,82,18.0,29.0,55.0,68.0,68.0,76.0,76.0,78.0,GK,Right,Portugal,Serie A,1,2,1,Lazio,79.0,7.0,Press After Possession Loss,Possession,0,0.0,Italy,https://cdn.sofifa.net/players/244/316/23_360.png
S. Diop,Sofiane Diop,244892,78,84,22,175,65,22.5,38.0,71.0,72.0,75.0,83.0,54.0,54.0,"LM, RM, CF",Right,France,Ligue 1,4,3,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France,https://cdn.sofifa.net/players/244/892/23_360.png
A. Bah,Alexander Hartmann Bah,245235,78,83,24,183,76,20.0,12.0,92.0,64.0,72.0,74.0,72.0,81.0,"RB, RM",Right,Denmark,Liga Portugal,3,4,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/245/235/23_360.png
M. Caqueret,Maxence Caqueret,246646,78,84,22,174,63,22.5,52.0,73.0,58.0,74.0,80.0,74.0,68.0,"CM, CDM",Right,France,Ligue 1,3,3,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,France,https://cdn.sofifa.net/players/246/646/23_360.png
D. Hancko,Dávid Hancko,247103,78,85,24,188,80,26.0,11.0,78.0,64.0,72.0,73.0,78.0,79.0,"CB, LB",Left,Slovakia,Eredivisie,2,3,1,Feyenoord,75.0,8.0,Press After Possession Loss,Balanced,0,0.0,Netherlands,https://cdn.sofifa.net/players/247/103/23_360.png
A. Espino,Luis Alfonso Espino García,247131,78,78,30,172,71,12.0,30.0,87.0,63.0,68.0,73.0,74.0,82.0,LB,Left,Uruguay,La Liga,3,3,1,Cádiz,74.0,4.0,Balanced,Direct Passing,0,0.0,Spain,https://cdn.sofifa.net/players/247/131/23_360.png
K. Thuram,Khéphren Thuram-Ulien,247246,78,85,21,192,81,28.5,32.0,74.0,71.0,75.0,77.0,76.0,77.0,"CM, CDM",Right,France,Ligue 1,3,3,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France,https://cdn.sofifa.net/players/247/246/23_360.png
Edgar,Edgar González Estrada,247500,78,82,25,193,78,17.5,23.0,60.0,49.0,64.0,64.0,80.0,78.0,"CB, CDM",Right,Spain,La Liga,2,2,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/247/500/23_360.png
T. Holeš,Tomáš Holeš,251116,78,78,29,180,73,12.0,1.0,77.0,70.0,70.0,73.0,77.0,81.0,"CDM, CB",Right,Czech Republic,Fortuna Liga,2,4,1,Slavia Praha,74.0,10.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Unknown,https://cdn.sofifa.net/players/251/116/23_360.png
C. De Ketelaere,Charles De Ketelaere,251470,78,88,21,192,79,32.0,49.0,75.0,76.0,76.0,81.0,57.0,73.0,"ST, LW",Left,Belgium,Serie A,4,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/251/470/23_360.png
J. Veerman,Joey Veerman,253109,78,83,23,185,75,21.0,18.0,63.0,70.0,81.0,78.0,65.0,74.0,"CM, CDM, CAM",Right,Netherlands,Eredivisie,3,4,1,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,0,0.0,Netherlands,https://cdn.sofifa.net/players/253/109/23_360.png
M. Ugarte,Manuel Ugarte Ribeiro,253306,78,85,21,182,77,28.5,12.0,72.0,63.0,71.0,77.0,74.0,76.0,"CM, CDM",Right,Uruguay,Liga Portugal,3,3,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal,https://cdn.sofifa.net/players/253/306/23_360.png
P. Kalulu,Pierre Kazeye Rommel Kalulu Kyatengwa,255654,78,85,22,184,69,26.5,47.0,80.0,50.0,68.0,69.0,79.0,75.0,"CB, RB",Right,France,Serie A,2,3,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/255/654/23_360.png
P. Hincapié,Piero Martín Hincapié Reyna,256197,78,85,20,184,76,26.5,33.0,83.0,39.0,64.0,71.0,78.0,75.0,"LB, CB",Left,Ecuador,Bundesliga,3,2,1,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/256/197/23_360.png
Evanilson,Francisco Evanilson de Lima Barbosa,256612,78,85,22,181,77,29.0,15.0,74.0,76.0,63.0,76.0,25.0,71.0,ST,Right,Brazil,Liga Portugal,3,4,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/256/612/23_360.png
Gonçalo Ramos,Gonçalo Matias Ramos,256903,78,86,21,185,82,32.0,13.0,77.0,77.0,64.0,75.0,41.0,82.0,ST,Right,Portugal,Liga Portugal,2,4,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/256/903/23_360.png
G. Mamardashvili,Giorgi Mamardashvili,262621,78,84,21,199,88,18.5,17.0,48.0,74.0,74.0,78.0,79.0,79.0,GK,Left,Georgia,La Liga,1,3,1,Valencia,76.0,7.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/262/621/23_360.png
Pepe Reina,José Manuel Reina Páez,24630,77,77,39,188,92,1.2,14.0,45.0,79.0,79.0,77.0,79.0,75.0,GK,Right,Spain,La Liga,1,3,3,Villarreal,80.0,8.0,Balanced,Balanced,83,10.5,Spain,https://cdn.sofifa.net/players/024/630/23_360.png
J. Milner,James Philip Milner,138412,77,77,36,175,70,3.3,65.0,52.0,70.0,79.0,76.0,77.0,74.0,"CM, RB",Right,England,Premier League,3,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,80,9.5,England,https://cdn.sofifa.net/players/138/412/23_360.png
Negredo,Álvaro Negredo Sánchez,146439,77,77,36,186,86,3.6,25.0,53.0,80.0,64.0,70.0,36.0,76.0,ST,Left,Spain,La Liga,3,2,3,Cádiz,74.0,4.0,Balanced,Direct Passing,79,11.5,Spain,https://cdn.sofifa.net/players/146/439/23_360.png
R. Pasveer,Remko Pasveer,162328,77,77,38,187,88,1.2,8.0,43.0,82.0,82.0,76.0,78.0,75.0,GK,Right,Netherlands,Eredivisie,1,4,1,Ajax,78.0,10.0,Balanced,Possession,73,2.0,Netherlands,https://cdn.sofifa.net/players/162/328/23_360.png
S. Sirigu,Salvatore Sirigu,168435,77,77,35,192,85,1.2,23.0,46.0,73.0,73.0,73.0,79.0,75.0,GK,Right,Italy,Serie A,1,2,3,Napoli,80.0,9.0,Balanced,Forward Runs,79,8.0,Italy,https://cdn.sofifa.net/players/168/435/23_360.png
A. Guardado,José Andrés Guardado Hernández,171897,77,77,35,169,67,3.0,16.0,61.0,68.0,79.0,79.0,71.0,67.0,CDM,Left,Mexico,La Liga,3,2,3,Real Betis,79.0,6.0,Press After Possession Loss,Possession,80,13.5,Spain,https://cdn.sofifa.net/players/171/897/23_360.png
K. Gameiro,Kévin Gameiro,176600,77,77,35,172,69,4.5,22.0,78.0,77.0,73.0,75.0,41.0,66.0,ST,Right,France,Ligue 1,3,4,3,Strasbourg,75.0,5.0,Balanced,Balanced,83,25.0,France,https://cdn.sofifa.net/players/176/600/23_360.png
M. Özil,Mesut Özil,176635,77,77,33,180,70,6.5,37.0,68.0,70.0,83.0,78.0,19.0,42.0,"CAM, RM",Left,Germany,Super Lig,4,2,4,İstanbul Başakşehir,73.0,8.0,Balanced,Possession,88,60.0,Turkey,https://cdn.sofifa.net/players/176/635/23_360.png
Sergio Asenjo,Sergio Asenjo Andrés,178750,77,77,33,189,87,3.4,18.0,57.0,75.0,75.0,74.0,75.0,76.0,GK,Right,Spain,La Liga,1,3,2,Real Valladolid,75.0,4.0,Pressure On Heavy Touch,Possession,84,25.0,Spain,https://cdn.sofifa.net/players/178/750/23_360.png
A. Modeste,Anthony Modeste,182212,77,77,34,187,84,5.0,45.0,68.0,76.0,63.0,70.0,35.0,79.0,ST,Right,France,Bundesliga,3,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany,https://cdn.sofifa.net/players/182/212/23_360.png
M. Moralez,Maximiliano Nicol Moralez,183895,77,77,35,158,56,4.3,15.0,68.0,71.0,77.0,78.0,52.0,49.0,"CAM, CM",Right,Argentina,Liga Profesional,4,4,2,Racing Club,74.0,9.0,Balanced,Possession,72,2.9,Unknown,https://cdn.sofifa.net/players/183/895/23_360.png
O. Ighalo,Odion Jude Ighalo,185195,77,77,33,185,80,6.5,42.0,66.0,77.0,65.0,72.0,43.0,83.0,ST,Right,Nigeria,Pro League,4,4,2,Al Hilal,73.0,10.0,Press After Possession Loss,Forward Runs,0,0.0,Unknown,https://cdn.sofifa.net/players/185/195/23_360.png
C. Stuani,Cristhian Ricardo Stuani Curbelo,186537,77,77,35,186,76,4.5,22.0,67.0,79.0,69.0,70.0,48.0,84.0,ST,Right,Uruguay,La Liga,4,3,2,Girona,75.0,1.0,Balanced,Possession,77,8.5,Spain,https://cdn.sofifa.net/players/186/537/23_360.png
C. Kouyaté,Cheikhou Kouyaté,186801,77,77,32,189,83,7.0,53.0,60.0,64.0,64.0,69.0,77.0,83.0,"CDM, CB, CM",Right,Senegal,Premier League,3,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,77,8.5,England,https://cdn.sofifa.net/players/186/801/23_360.png
M. Suárez,Matías Ezequiel Suárez,188042,77,77,34,183,75,5.0,20.0,75.0,76.0,75.0,83.0,47.0,69.0,"ST, LW",Right,Argentina,Liga Profesional,4,4,2,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,75,6.5,Unknown,https://cdn.sofifa.net/players/188/042/23_360.png
Fidel,Fidel Chaves de la Torre,189172,77,77,32,180,74,8.5,22.0,72.0,72.0,77.0,75.0,54.0,64.0,"LM, CM",Left,Spain,La Liga,3,2,1,Elche,74.0,2.0,Balanced,Direct Passing,74,6.0,Spain,https://cdn.sofifa.net/players/189/172/23_360.png
B. Mee,Ben Mee,189682,77,77,32,180,82,7.0,43.0,52.0,42.0,54.0,57.0,80.0,77.0,CB,Left,England,Premier League,2,3,1,Brentford,75.0,1.0,Press After Possession Loss,Forward Runs,78,10.0,England,https://cdn.sofifa.net/players/189/682/23_360.png
Illarramendi,Asier Illarramendi Andonegi,190584,77,77,32,179,74,8.5,31.0,42.0,69.0,76.0,76.0,75.0,67.0,"CM, CDM",Right,Spain,La Liga,3,3,2,Real Sociedad,78.0,7.0,Balanced,Possession,81,18.0,Spain,https://cdn.sofifa.net/players/190/584/23_360.png
S. El Shaarawy,Stephan El Shaarawy,190813,77,77,29,178,73,10.5,63.0,86.0,74.0,74.0,78.0,46.0,61.0,"LW, LM",Right,Italy,Serie A,4,3,3,Roma,80.0,8.0,Balanced,Possession,80,19.0,Italy,https://cdn.sofifa.net/players/190/813/23_360.png
M. Rits,Mats Rits,191627,77,77,28,178,72,9.5,25.0,74.0,72.0,74.0,75.0,73.0,76.0,"CDM, CM",Right,Belgium,Jupiler Pro League,3,5,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,72,4.1,Unknown,https://cdn.sofifa.net/players/191/627/23_360.png
Mario Gaspar,Mario Gaspar Pérez Martínez,192789,77,77,31,180,77,7.5,41.0,72.0,69.0,71.0,71.0,76.0,75.0,RB,Right,Spain,Championship,3,3,2,Watford,73.0,9.0,Balanced,Balanced,81,18.0,Unknown,https://cdn.sofifa.net/players/192/789/23_360.png
M. Braithwaite,Martin Braithwaite Christensen,193290,77,77,31,180,77,8.5,22.0,82.0,75.0,72.0,80.0,34.0,75.0,"LW, LM, ST",Right,Denmark,La Liga,4,4,2,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,77,11.0,Spain,https://cdn.sofifa.net/players/193/290/23_360.png
Aitor,Aitor Fernández Abarisketa,193314,77,77,31,182,78,5.5,21.0,56.0,66.0,66.0,74.0,76.0,78.0,GK,Right,Spain,La Liga,1,2,1,Osasuna,76.0,5.0,Balanced,Forward Runs,69,0.92,Spain,https://cdn.sofifa.net/players/193/314/23_360.png
R. Soriano,Roberto Soriano,193361,77,77,31,182,76,8.5,33.0,68.0,73.0,78.0,79.0,67.0,71.0,"CAM, CM, CF",Right,Italy,Serie A,4,4,2,Bologna,75.0,4.0,Balanced,Forward Runs,80,17.5,Italy,https://cdn.sofifa.net/players/193/361/23_360.png
Víctor Ruiz,Víctor Ruíz Torre,193469,77,77,33,185,78,5.0,22.0,49.0,42.0,64.0,59.0,78.0,77.0,CB,Left,Spain,La Liga,2,2,2,Real Betis,79.0,6.0,Press After Possession Loss,Possession,82,20.0,Spain,https://cdn.sofifa.net/players/193/469/23_360.png
G. Pezzella,Germán Alejandro Pezzella,193601,77,77,31,187,81,7.0,22.0,51.0,49.0,49.0,56.0,78.0,72.0,CB,Right,Argentina,La Liga,2,3,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/193/601/23_360.png
Hugo Mallo,Hugo Mallo Novegil,194229,77,77,31,173,69,7.5,22.0,64.0,39.0,68.0,67.0,75.0,73.0,RB,Right,Spain,La Liga,3,3,2,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,80,15.0,Spain,https://cdn.sofifa.net/players/194/229/23_360.png
M. Faraoni,Marco Davide Faraoni,195272,77,77,30,180,71,9.0,26.0,78.0,72.0,74.0,75.0,70.0,75.0,"RWB, RM",Right,Italy,Serie A,3,4,1,Hellas Verona,74.0,3.0,Pressure On Heavy Touch,Forward Runs,70,1.8,Italy,https://cdn.sofifa.net/players/195/272/23_360.png
F. Lejeune,Florian Lejeune,197948,77,77,31,189,81,7.0,13.0,52.0,57.0,63.0,64.0,77.0,72.0,CB,Right,France,La Liga,2,3,2,Rayo Vallecano,76.0,3.0,Balanced,Possession,79,13.5,Spain,https://cdn.sofifa.net/players/197/948/23_360.png
J. Svensson,Jonas Svensson,198657,77,77,29,170,70,9.5,22.0,81.0,60.0,70.0,75.0,72.0,81.0,RB,Right,Norway,Super Lig,3,3,1,Adana Demirspor,71.0,2.0,Balanced,Balanced,74,6.5,Turkey,https://cdn.sofifa.net/players/198/657/23_360.png
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,198784,77,77,28,175,70,10.5,90.0,80.0,74.0,76.0,81.0,67.0,72.0,CM,Right,England,Premier League,4,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,80,20.0,England,https://cdn.sofifa.net/players/198/784/23_360.png
M. Gregoritsch,Michael Gregoritsch,199439,77,77,28,193,91,11.0,32.0,58.0,77.0,72.0,71.0,42.0,73.0,ST,Left,Austria,Bundesliga,4,3,2,SC Freiburg,76.0,4.0,Balanced,Possession,73,5.5,Germany,https://cdn.sofifa.net/players/199/439/23_360.png
Campaña,José Ángel Gómez Campaña,199823,77,77,29,179,70,10.5,15.0,65.0,72.0,80.0,78.0,69.0,71.0,"CM, LM, RM",Right,Spain,La Liga 2,4,3,1,Levante,73.0,9.0,Balanced,Balanced,77,10.0,Unknown,https://cdn.sofifa.net/players/199/823/23_360.png
Cristian Tello,Cristian Tello Herrera,200315,77,77,30,178,65,10.0,10.0,89.0,72.0,74.0,76.0,48.0,61.0,"LM, RM",Right,Spain,Major League Soccer,4,4,2,Los Angeles FC,73.0,8.0,Press After Possession Loss,Balanced,77,10.5,Unknown,https://cdn.sofifa.net/players/200/315/23_360.png
F. Rønnow,Frederik Riis Rønnow,201269,77,77,29,188,81,7.0,25.0,47.0,68.0,68.0,74.0,76.0,78.0,GK,Right,Denmark,Bundesliga,1,2,1,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,73,3.9,Germany,https://cdn.sofifa.net/players/201/269/23_360.png
M. Doherty,Matthew James Doherty,201417,77,77,30,182,80,9.0,69.0,68.0,65.0,73.0,73.0,74.0,75.0,"RWB, RB",Right,Republic of Ireland,Premier League,3,4,1,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,71,2.4,England,https://cdn.sofifa.net/players/201/417/23_360.png
D. Demme,Diego Demme,202325,77,77,30,172,71,9.0,44.0,56.0,47.0,74.0,75.0,73.0,72.0,"CDM, CM",Right,Germany,Serie A,3,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,78,11.0,Italy,https://cdn.sofifa.net/players/202/325/23_360.png
T. Meunier,Thomas Meunier,202371,77,77,30,190,90,9.0,38.0,71.0,74.0,73.0,71.0,74.0,82.0,"RB, RM",Right,Belgium,Bundesliga,3,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,81,18.5,Germany,https://cdn.sofifa.net/players/202/371/23_360.png
Igor Coronado,Igor Caique Coronado,202599,77,77,29,170,68,10.5,41.0,81.0,74.0,75.0,82.0,49.0,61.0,"CAM, CM, LM",Right,Brazil,Pro League,5,4,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,70,2.4,Unknown,https://cdn.sofifa.net/players/202/599/23_360.png
W. Boly,Willy-Arnaud Zobo Boly,202750,77,77,31,195,97,7.0,53.0,58.0,36.0,64.0,63.0,77.0,77.0,CB,Right,Côte d'Ivoire,Premier League,2,4,1,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,75,7.0,England,https://cdn.sofifa.net/players/202/750/23_360.png
R. Knoche,Robin Knoche,203030,77,77,30,190,77,8.5,29.0,51.0,41.0,53.0,50.0,79.0,73.0,CB,Right,Germany,Bundesliga,2,4,2,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,75,7.0,Germany,https://cdn.sofifa.net/players/203/030/23_360.png
A. Carrillo,André Martín Carrillo Díaz,203299,77,77,31,182,78,8.5,39.0,82.0,73.0,74.0,82.0,49.0,71.0,"CAM, RW, CM",Right,Peru,Pro League,4,4,2,Al Hilal,73.0,10.0,Press After Possession Loss,Forward Runs,77,10.5,Unknown,https://cdn.sofifa.net/players/203/299/23_360.png
P. Kadeřábek,Pavel Kadeřábek,203605,77,77,30,182,81,9.0,31.0,74.0,46.0,72.0,72.0,72.0,78.0,"RWB, RB, RM",Right,Czech Republic,Bundesliga,3,2,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,78,11.0,Germany,https://cdn.sofifa.net/players/203/605/23_360.png
D. Suárez,Damián Nicolás Suárez Suárez,203843,77,77,34,173,68,3.9,26.0,69.0,69.0,72.0,73.0,75.0,75.0,"RWB, RB",Right,Uruguay,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,74,4.3,Spain,https://cdn.sofifa.net/players/203/843/23_360.png
J. Brooks,John Anthony Brooks,204082,77,78,29,193,78,9.5,14.0,58.0,40.0,58.0,61.0,78.0,76.0,CB,Left,United States,Liga Portugal,2,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,80,17.0,Portugal,https://cdn.sofifa.net/players/204/082/23_360.png
M. Batshuayi,Michy Batshuayi Tunga,204529,77,77,28,185,80,11.0,68.0,78.0,78.0,61.0,76.0,36.0,76.0,ST,Right,Belgium,Super Lig,4,5,2,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,80,20.0,Turkey,https://cdn.sofifa.net/players/204/529/23_360.png
K. Rekik,Karim Rekik,205193,77,79,27,186,84,11.0,25.0,64.0,39.0,60.0,63.0,77.0,75.0,"CB, LB",Left,Netherlands,La Liga,2,2,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,73,4.7,Spain,https://cdn.sofifa.net/players/205/193/23_360.png
Alberto Moreno,Alberto Moreno Pérez,205566,77,77,29,171,65,9.5,30.0,81.0,69.0,73.0,77.0,70.0,69.0,"LB, LM",Left,Spain,La Liga,3,2,2,Villarreal,80.0,8.0,Balanced,Balanced,76,8.0,Spain,https://cdn.sofifa.net/players/205/566/23_360.png
J. Ferri,Jordan Ferri,206306,77,77,30,173,73,9.0,23.0,57.0,65.0,76.0,74.0,70.0,74.0,"CDM, CM",Right,France,Ligue 1,3,2,2,Montpellier,75.0,4.0,Balanced,Forward Runs,75,8.0,France,https://cdn.sofifa.net/players/206/306/23_360.png
J. Lingard,Jesse Lingard,207494,77,77,29,175,60,10.5,61.0,75.0,76.0,73.0,79.0,57.0,64.0,CAM,Right,England,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,78,13.0,England,https://cdn.sofifa.net/players/207/494/23_360.png
J. Lingard,Jesse Lingard,207494,77,77,29,175,60,10.5,61.0,75.0,76.0,73.0,79.0,57.0,64.0,CAM,Right,England,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,78,13.0,England,https://cdn.sofifa.net/players/207/494/23_360.png
Y. Poulsen,Yussuf Yurary Poulsen,207791,77,77,28,192,84,11.0,53.0,78.0,71.0,67.0,74.0,56.0,81.0,ST,Right,Denmark,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,76,11.0,Germany,https://cdn.sofifa.net/players/207/791/23_360.png
Willian Arão,Willian Souza Arão da Silva,207884,77,77,30,181,74,9.0,55.0,72.0,63.0,67.0,69.0,76.0,83.0,"CDM, CM",Right,Brazil,Super Lig,3,3,1,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,0,0.0,Turkey,https://cdn.sofifa.net/players/207/884/23_360.png
A. Bakasetas,Anastasios Bakasetas,208250,77,77,29,181,78,10.5,38.0,71.0,78.0,77.0,76.0,56.0,74.0,"CAM, CM",Left,Greece,Super Lig,3,4,1,Trabzonspor,76.0,6.0,Balanced,Possession,71,3.1,Turkey,https://cdn.sofifa.net/players/208/250/23_360.png
Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,208364,77,77,29,180,73,9.0,25.0,82.0,61.0,68.0,74.0,78.0,80.0,"CB, RB",Right,Angola,Jupiler Pro League,3,3,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,73,4.3,Unknown,https://cdn.sofifa.net/players/208/364/23_360.png
Romarinho,Romário Ricardo da Silva,209440,77,77,31,174,69,9.0,42.0,85.0,74.0,71.0,80.0,30.0,66.0,"CF, CAM, ST",Right,Brazil,Pro League,4,4,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Unknown,https://cdn.sofifa.net/players/209/440/23_360.png
Pacheco,Fernando Pacheco Flores,209960,77,78,30,186,81,8.0,20.0,46.0,70.0,70.0,74.0,77.0,76.0,GK,Left,Spain,La Liga,1,2,1,Almería,74.0,2.0,Balanced,Possession,77,8.0,Spain,https://cdn.sofifa.net/players/209/960/23_360.png
A. Hegazi,Ahmed Elsayed Ali Elsayed Hegazy,210648,77,77,31,193,96,7.0,36.0,46.0,20.0,50.0,55.0,76.0,85.0,CB,Right,Egypt,Pro League,2,2,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,73,4.2,Unknown,https://cdn.sofifa.net/players/210/648/23_360.png
M. Halstenberg,Marcel Halstenberg,210665,77,77,30,188,87,8.5,43.0,59.0,66.0,74.0,72.0,74.0,78.0,"CB, LB",Left,Germany,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,75,7.0,Germany,https://cdn.sofifa.net/players/210/665/23_360.png
Emerson,Emerson Palmieri dos Santos,210736,77,77,27,176,79,10.0,56.0,77.0,63.0,75.0,78.0,73.0,63.0,LB,Left,Italy,Premier League,3,2,2,West Ham United,79.0,6.0,Balanced,Forward Runs,76,8.5,England,https://cdn.sofifa.net/players/210/736/23_360.png
C. McGregor,Callum William McGregor,211093,77,77,29,178,74,9.0,50.0,78.0,73.0,75.0,78.0,70.0,75.0,"CDM, CM",Left,Scotland,Premiership,4,4,1,Celtic,74.0,10.0,Press After Possession Loss,Possession,73,5.0,Unknown,https://cdn.sofifa.net/players/211/093/23_360.png
P. Gollini,Pierluigi Gollini,211515,77,80,27,194,94,10.5,33.0,47.0,73.0,73.0,77.0,74.0,78.0,GK,Right,Italy,Serie A,1,2,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,70,2.0,Italy,https://cdn.sofifa.net/players/211/515/23_360.png
T. Strakosha,Thomas Strakosha,212151,77,79,27,193,78,9.5,35.0,43.0,73.0,73.0,74.0,75.0,77.0,GK,Right,Albania,Premier League,1,2,1,Brentford,75.0,1.0,Press After Possession Loss,Forward Runs,74,7.0,England,https://cdn.sofifa.net/players/212/151/23_360.png
P. Max,Philipp Martin Max,212187,77,77,28,177,77,9.5,18.0,80.0,65.0,77.0,75.0,70.0,74.0,LB,Left,Germany,Eredivisie,3,3,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,74,6.0,Netherlands,https://cdn.sofifa.net/players/212/187/23_360.png
D. Kohr,Dominik Kohr,212212,77,78,28,183,80,10.0,27.0,80.0,62.0,63.0,71.0,78.0,81.0,"CDM, CM",Right,Germany,Bundesliga,3,3,2,FSV Mainz 05,75.0,4.0,Press After Possession Loss,Direct Passing,76,8.5,Germany,https://cdn.sofifa.net/players/212/212/23_360.png
